,BarkingandDagenham,Barnet,Bexley,Brent,Bromley,Camden,CityofLondon,Croydon,Ealing,Enfield,Greenwich,Hackney,HammersmithandFulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,KensingtonandChelsea,KingstonuponThames,Lambeth,Lewisham,Merton,Newham,Redbridge,RichmonduponThames,Southwark,Sutton,TowerHamlets,WalthamForest,Wandsworth,Westminster
BarkingandDagenham,0.1830691739802438,0.5922452110369606,0.29449440116510195,0.6336939098376593,0.4378377164518943,0.5394009871120475,0.4772226297875055,0.5396008792773789,0.6819921503218388,0.49477627406830355,0.3254947535020761,0.44381063692190065,0.598522637509368,0.49515665162346756,0.6911456016756913,0.29940177282152264,0.7610502866186942,0.71170365041562,0.49376059024952274,0.5737659534253694,0.6700117188319249,0.5178329079437246,0.4265181335858845,0.597822250034111,0.3140242614346411,0.2653356728304702,0.6769386387671824,0.46933363288858737,0.6008556929820323,0.414046952716091,0.39253658650629353,0.5774694294240924,0.5445150500887357
Barnet,0.5922452110369606,0.2205750551262962,0.6196971032808939,0.28550260119887977,0.5980850405042956,0.2954026507112116,0.39411157094930355,0.5368360724644561,0.39109469492379745,0.3572523894530955,0.5498504643004489,0.39994753999714105,0.3472770818773786,0.325127579899818,0.36403281558551853,0.6589439654931463,0.49713300538302285,0.46432560240534415,0.34710002583391947,0.3401567950609294,0.49064095550442216,0.43242165576075076,0.5033897522903819,0.454392357359968,0.5114040598090817,0.5361816249927202,0.4494988003896677,0.44368427163721386,0.505965476087201,0.44776637864451946,0.44564411223892186,0.4078628218516893,0.33637860921683477
Bexley,0.29449440116510195,0.6196971032808939,0.2002893917129605,0.648216045327863,0.3524364323825515,0.5571257336926122,0.48906066590807795,0.4999406052245792,0.6896808833773875,0.545803926182274,0.2920040255014613,0.4733766365979891,0.6029478700488584,0.5296946629395303,0.7079914430255029,0.36457212729003546,0.7692972034176876,0.7124379038810261,0.515911007108709,0.5795371809760786,0.6581032876979312,0.5086223701136192,0.40120733357836924,0.5840593753369269,0.3536634027007012,0.37723208997686153,0.6735199100838407,0.4641480996373282,0.5764692153870192,0.43054194644448046,0.451864819322433,0.571736938124888,0.5537563247540483
Brent,0.6336939098376593,0.28550260119887977,0.648216045327863,0.19957024276195762,0.608147974376435,0.3332640527378476,0.42544867779427076,0.521455859304497,0.2697762354412971,0.4503746059110609,0.5789794019742933,0.45232866601224336,0.27928679448609856,0.40432287420069796,0.2885076460911211,0.6992594559423416,0.42267216412003766,0.3662490819993704,0.39735547432140383,0.30693151787673445,0.41438307288454324,0.4277757095572148,0.5206658135292789,0.40559933894067846,0.5528996539869878,0.5871586527472974,0.3533160894275724,0.4596239688137686,0.46497571483744293,0.4856868219525599,0.5075774341366246,0.3668658910345352,0.3398515153936618
Bromley,0.4378377164518943,0.5980850405042956,0.3524364323825515,0.608147974376435,0.2647080806435533,0.5216926482067346,0.4501286482481141,0.3737357230381389,0.6411561896728464,0.5582236449405646,0.3176756529995549,0.4623197232595484,0.5474061269839279,0.5197322658361999,0.6730746404804774,0.5064190356422662,0.7247657036216952,0.6554371479809268,0.48929907141076345,0.5258802234599743,0.5820637805078996,0.43378750140710176,0.3234268729641819,0.5016514843589254,0.3963299954390332,0.4637400136306133,0.6092511376524675,0.40208712551474285,0.47886466908865655,0.41146376841659754,0.48074818328811203,0.5008490441360663,0.5057624702483025
Camden,0.5394009871120475,0.2954026507112116,0.5571257336926122,0.3332640527378476,0.5216926482067346,0.17183562843548494,0.26921980985563976,0.4511886817926581,0.4186201950177778,0.3548901583010305,0.47537776274324806,0.30706757328373985,0.285276817818146,0.2579807130683474,0.4368912963928411,0.6155967297331998,0.5369128078919863,0.47301372235942063,0.21729993484412924,0.23885394110614663,0.45238578236179033,0.31809422970369317,0.41079999707572623,0.37701322519514135,0.4411838003933252,0.486388271362528,0.4327042577280796,0.33251381440664546,0.4305837466454755,0.35396561755082545,0.39040928500116356,0.31523374551163064,0.18090329098915917
CityofLondon,0.4772226297875055,0.39411157094930355,0.48906066590807795,0.42544867779427076,0.4501286482481141,0.26921980985563976,0.10468296922247305,0.3994854142436187,0.48885259327374614,0.3691055790757518,0.39275120808172326,0.21738208893383726,0.36123836746712723,0.27759923035003464,0.5123680550375094,0.5631810371413868,0.5953913453762025,0.528063001083057,0.1954284105307365,0.31853775520967587,0.48213023832389496,0.25893447417510956,0.3132449155322191,0.38532488204845133,0.35952636036362634,0.4270302265054653,0.4821296628130046,0.21271685723324385,0.4183379738225014,0.23797374521908715,0.335010265140768,0.3371327981817088,0.2629431756292311
Croydon,0.5396008792773789,0.5368360724644561,0.4999406052245792,0.521455859304497,0.3737357230381389,0.4511886817926581,0.3994854142436187,0.21615741105394579,0.54373609401991,0.5437468179480099,0.4305499365035232,0.4453870569259158,0.44083251257922934,0.48570926471221315,0.5926001615395323,0.6102990650937983,0.6355801465221488,0.5494789177087402,0.44105275521052073,0.42475993858110067,0.44986897515886043,0.320295266609195,0.33818056952473813,0.3505674408359861,0.4610737521926699,0.5312165793411522,0.4918684365559574,0.3442073645399855,0.30111203119354013,0.41213335815941554,0.5000588738153092,0.3716467292006859,0.41838309556612174
Ealing,0.6819921503218388,0.39109469492379745,0.6896808833773875,0.2697762354412971,0.6411561896728464,0.4186201950177778,0.48885259327374614,0.54373609401991,0.21242316570373346,0.5249390601971287,0.6248534955837265,0.5190017215816273,0.3359997235244538,0.4833632481066151,0.2755745330377371,0.7441257928181454,0.3408833770014961,0.2550184520856238,0.47148988673760617,0.3739254912871005,0.3763226105770356,0.4730503530882761,0.5652871194888582,0.41809929539409346,0.6061799540329202,0.6416942294302436,0.2868899926022514,0.5110049893253271,0.4711381021790284,0.5435865241324838,0.5712517708401471,0.401408547439429,0.41223642871140576
Enfield,0.49477627406830355,0.3572523894530955,0.545803926182274,0.4503746059110609,0.5582236449405646,0.3548901583010305,0.3691055790757518,0.5437468179480099,0.5249390601971287,0.22285345127640546,0.4783266322414608,0.3187373038111451,0.4526986944915337,0.2527833064972872,0.5094326999533159,0.5659603449040783,0.6121566334100003,0.578069772726304,0.32411845905938447,0.4276453162414774,0.5746771982669633,0.44757167272879517,0.4622609244428349,0.514733367771992,0.4173293450266172,0.4192022719297289,0.5545110715970235,0.42225544273390403,0.5501716138085495,0.3787583470646645,0.30640840877352293,0.4721403005579909,0.39472517629889153
Greenwich,0.3254947535020761,0.5498504643004489,0.2920040255014613,0.5789794019742933,0.3176756529995549,0.47537776274324806,0.39275120808172326,0.4305499365035232,0.6248534955837265,0.4783266322414608,0.20384930737487905,0.37888807952699255,0.5277281319954995,0.44894650100188915,0.6455039719861467,0.43427315214535644,0.7117457360959694,0.6506840601442556,0.42765323534709704,0.5006748764496798,0.5945511003252628,0.41908519465680216,0.2835345228871036,0.5110502866397784,0.24286489975511757,0.3384648148105662,0.6086715042145409,0.361726095232814,0.5086305681284637,0.31935257310903326,0.37340316034855847,0.4935919951677599,0.4705257403686899
Hackney,0.44381063692190065,0.39994753999714105,0.4733766365979891,0.45232866601224336,0.4623197232595484,0.30706757328373985,0.21738208893383726,0.4453870569259158,0.5190017215816273,0.3187373038111451,0.37888807952699255,0.1542478407164908,0.4095248729592834,0.24150130942218437,0.5307005001259146,0.5335565803153196,0.6184599343027906,0.5614055060083768,0.2169943459094724,0.3728435199188748,0.5267793985345276,0.3367325459296769,0.33574454910735385,0.4420748557529484,0.3201979671422446,0.3783324461643452,0.5223499579540982,0.28270306865742784,0.4710197581347597,0.2114891255447875,0.2562604836448497,0.3989949260425593,0.3243940787207467
HammersmithandFulham,0.598522637509368,0.3472770818773786,0.6029478700488584,0.27928679448609856,0.5474061269839279,0.285276817818146,0.36123836746712723,0.44083251257922934,0.3359997235244538,0.4526986944915337,0.5277281319954995,0.4095248729592834,0.15269132999541915,0.3845578705288294,0.3966429551285603,0.6690738775635993,0.4784836391747672,0.38524990234435785,0.3504838659511563,0.17051322339905317,0.3555393017831138,0.3340265047938828,0.45459227489257387,0.29883130713138834,0.5096064572752773,0.5571401529833976,0.32601935545879507,0.3852927948625236,0.3752614476612223,0.4323313649239636,0.48015835586207534,0.23790536679563226,0.2502253278615221
Haringey,0.49515665162346756,0.325127579899818,0.5296946629395303,0.40432287420069796,0.5197322658361999,0.2579807130683474,0.27759923035003464,0.48570926471221315,0.4833632481066151,0.2527833064972872,0.44894650100188915,0.24150130942218437,0.3845578705288294,0.1840691668514737,0.4836451951033604,0.5741113428350271,0.5845504370787835,0.5356157517179622,0.20488476953363535,0.3508616517697668,0.5201275612827657,0.3710899584475905,0.40851441743168676,0.44891769070919935,0.39579472009729344,0.42824809063143265,0.503351311049797,0.3489215926574651,0.48867525864795563,0.32030202059507956,0.3080586396239346,0.3998551013374101,0.3058125650589365
Harrow,0.6911456016756913,0.36403281558551853,0.7079914430255029,0.2885076460911211,0.6730746404804774,0.4368912963928411,0.5123680550375094,0.5926001615395323,0.2755745330377371,0.5094326999533159,0.6455039719861467,0.5307005001259146,0.3966429551285603,0.4836451951033604,0.1925592855520608,0.7505746042436802,0.34432842076521275,0.3631857943166423,0.48600880931511836,0.4205759736173887,0.46555947561479744,0.5155449801006623,0.5951240207981787,0.4864575053100574,0.6196510330494261,0.6459933233901268,0.3976196302714749,0.542520726780912,0.5356412921313184,0.5622404313121644,0.573277738802867,0.46158319149397725,0.445563601483739
Havering,0.29940177282152264,0.6589439654931463,0.36457212729003546,0.6992594559423416,0.5064190356422662,0.6155967297331998,0.5631810371413868,0.6102990650937983,0.7441257928181454,0.5659603449040783,0.43427315214535644,0.5335565803153196,0.6690738775635993,0.5741113428350271,0.7505746042436802,0.24019416477295435,0.8167975435982828,0.7720201525848723,0.5759690476683764,0.647003143859672,0.733341930945376,0.5976373719416037,0.517609488196367,0.6677990561383644,0.43383255579391344,0.3831358781826677,0.7401904173864986,0.5562969297838535,0.6686323244583768,0.5108838266651728,0.48540796138495607,0.6503352472819562,0.6210722761989906
Hillingdon,0.7610502866186942,0.49713300538302285,0.7692972034176876,0.42267216412003766,0.7247657036216952,0.5369128078919863,0.5953913453762025,0.6355801465221488,0.3408833770014961,0.6121566334100003,0.7117457360959694,0.6184599343027906,0.4784836391747672,0.5845504370787835,0.34432842076521275,0.8167975435982828,0.2279203919851428,0.3275893408478529,0.5792058425350873,0.5059790365292278,0.47000519014108766,0.5823318131635677,0.6599546672709623,0.5301837272183489,0.6944194263046651,0.7234572674275864,0.407129362159171,0.6142487245207007,0.5679668496483896,0.6409304346680028,0.6604475001411979,0.5238763148846614,0.5345009721939841
Hounslow,0.71170365041562,0.46432560240534415,0.7124379038810261,0.3662490819993704,0.6554371479809268,0.47301372235942063,0.528063001083057,0.5494789177087402,0.2550184520856238,0.578069772726304,0.6506840601442556,0.5614055060083768,0.38524990234435785,0.5356157517179622,0.3631857943166423,0.7720201525848723,0.3275893408478529,0.25121129480544363,0.5187234757479366,0.42129711657516394,0.33708774981273987,0.49931322332426686,0.5894582347315508,0.4238378664321607,0.6386984430549206,0.6769454689478841,0.24527647369350195,0.5408882692720743,0.4661717014968244,0.5788840506104042,0.6132657679158897,0.42600482509498866,0.4591220293493956
Islington,0.49376059024952274,0.34710002583391947,0.515911007108709,0.39735547432140383,0.48929907141076345,0.21729993484412924,0.1954284105307365,0.44105275521052073,0.47148988673760617,0.32411845905938447,0.42765323534709704,0.2169943459094724,0.3504838659511563,0.20488476953363535,0.48600880931511836,0.5759690476683764,0.5792058425350873,0.5187234757479366,0.13825482035652759,0.3080650004063259,0.4885983600135417,0.30940997989637936,0.36718885221756314,0.4044627418239151,0.38471866683192857,0.4356554829843071,0.4784389957978595,0.28870151764658514,0.445175775461628,0.2845424083676898,0.3281979855336263,0.3513555117981758,0.2483267895817409
KensingtonandChelsea,0.5737659534253694,0.3401567950609294,0.5795371809760786,0.30693151787673445,0.5258802234599743,0.23885394110614663,0.31853775520967587,0.42475993858110067,0.3739254912871005,0.4276453162414774,0.5006748764496798,0.3728435199188748,0.17051322339905317,0.3508616517697668,0.4205759736173887,0.647003143859672,0.5059790365292278,0.42129711657516394,0.3080650004063259,0.15141940723368333,0.3842041587817668,0.2981656099053244,0.42500356678996404,0.3029401034246576,0.48031873155883326,0.5305489299974946,0.36618459415594456,0.3486398693895535,0.3746304723651462,0.39743133806025516,0.44995172824197793,0.22506862738465522,0.18379549420649355
KingstonuponThames,0.6700117188319249,0.49064095550442216,0.6581032876979312,0.41438307288454324,0.5820637805078996,0.45238578236179033,0.48213023832389496,0.44986897515886043,0.3763226105770356,0.5746771982669633,0.5945511003252628,0.5267793985345276,0.3555393017831138,0.5201275612827657,0.46555947561479744,0.733341930945376,0.47000519014108766,0.33708774981273987,0.4885983600135417,0.3842041587817668,0.19270609113001444,0.42518481014405374,0.5228322333090999,0.3038399999178771,0.5936904634433776,0.6427847475468415,0.24536643388069893,0.4783011455086341,0.33516279799270127,0.5316093542002861,0.5857341356327861,0.34469714614628144,0.4217830875156159
Lambeth,0.5178329079437246,0.43242165576075076,0.5086223701136192,0.4277757095572148,0.43378750140710176,0.31809422970369317,0.25893447417510956,0.320295266609195,0.4730503530882761,0.44757167272879517,0.41908519465680216,0.3367325459296769,0.3340265047938828,0.3710899584475905,0.5155449801006623,0.5976373719416037,0.5823318131635677,0.49931322332426686,0.30940997989637936,0.2981656099053244,0.42518481014405374,0.16753534064758419,0.31329081807387044,0.2999799590747968,0.41472533318918525,0.48486790460458284,0.44158359411236703,0.21923034035039615,0.3295639153887776,0.3234422609923265,0.41968791152111085,0.26112584250148374,0.2729321093239547
Lewisham,0.4265181335858845,0.5033897522903819,0.40120733357836924,0.5206658135292789,0.3234268729641819,0.41079999707572623,0.3132449155322191,0.33818056952473813,0.5652871194888582,0.4622609244428349,0.2835345228871036,0.33574454910735385,0.45459227489257387,0.40851441743168676,0.5951240207981787,0.517609488196367,0.6599546672709623,0.5894582347315508,0.36718885221756314,0.42500356678996404,0.5228322333090999,0.31329081807387044,0.17852426939103616,0.4255117614119845,0.3134098199563733,0.40967382303590977,0.5410858939021942,0.24463134722709223,0.4234274447532736,0.26600951225979885,0.38228272993193907,0.4077014105808349,0.39451957499592255
Merton,0.597822250034111,0.454392357359968,0.5840593753369269,0.40559933894067846,0.5016514843589254,0.37701322519514135,0.38532488204845133,0.3505674408359861,0.41809929539409346,0.514733367771992,0.5110502866397784,0.4420748557529484,0.29883130713138834,0.44891769070919935,0.4864575053100574,0.6677990561383644,0.5301837272183489,0.4238378664321607,0.4044627418239151,0.3029401034246576,0.3038399999178771,0.2999799590747968,0.4255117614119845,0.1925273798166055,0.5117807653765668,0.5698813695489183,0.34658337251485166,0.3714489610708511,0.2274804499262946,0.4404421002288663,0.5105948397759409,0.20686175103219423,0.3316473665812807
Newham,0.3140242614346411,0.5114040598090817,0.3536634027007012,0.5528996539869878,0.3963299954390332,0.4411838003933252,0.35952636036362634,0.4610737521926699,0.6061799540329202,0.4173293450266172,0.24286489975511757,0.3201979671422446,0.5096064572752773,0.39579472009729344,0.6196510330494261,0.43383255579391344,0.6944194263046651,0.6386984430549206,0.38471866683192857,0.48031873155883326,0.5936904634433776,0.41472533318918525,0.3134098199563733,0.5117807653765668,0.1757935223239967,0.263836251564729,0.5998503039772621,0.3520679564431866,0.5205340003619151,0.2698718729407853,0.2862917019711247,0.4855413246380896,0.4452100587499458
Redbridge,0.2653356728304702,0.5361816249927202,0.37723208997686153,0.5871586527472974,0.4637400136306133,0.486388271362528,0.4270302265054653,0.5312165793411522,0.6416942294302436,0.4192022719297289,0.3384648148105662,0.3783324461643452,0.5571401529833976,0.42824809063143265,0.6459933233901268,0.3831358781826677,0.7234572674275864,0.6769454689478841,0.4356554829843071,0.5305489299974946,0.6427847475468415,0.48486790460458284,0.40967382303590977,0.5698813695489183,0.263836251564729,0.19547087396828203,0.6437927761287277,0.4334631159741982,0.5813477059997447,0.3616933914241901,0.2981622306274995,0.5428623506439123,0.497787792663856
RichmonduponThames,0.6769386387671824,0.4494988003896677,0.6735199100838407,0.3533160894275724,0.6092511376524675,0.4327042577280796,0.4821296628130046,0.4918684365559574,0.2868899926022514,0.5545110715970235,0.6086715042145409,0.5223499579540982,0.32601935545879507,0.503351311049797,0.3976196302714749,0.7401904173864986,0.407129362159171,0.24527647369350195,0.4784389957978595,0.36618459415594456,0.24536643388069893,0.44158359411236703,0.5410858939021942,0.34658337251485166,0.5998503039772621,0.6437927761287277,0.21822113490961098,0.4902763137449905,0.39661956741731835,0.5360420521111392,0.5801197063312971,0.3561717035280038,0.4095971998964979
Southwark,0.46933363288858737,0.44368427163721386,0.4641480996373282,0.4596239688137686,0.40208712551474285,0.33251381440664546,0.21271685723324385,0.3442073645399855,0.5110049893253271,0.42225544273390403,0.361726095232814,0.28270306865742784,0.3852927948625236,0.3489215926574651,0.542520726780912,0.5562969297838535,0.6142487245207007,0.5408882692720743,0.28870151764658514,0.3486398693895535,0.4783011455086341,0.21923034035039615,0.24463134722709223,0.3714489610708511,0.3520679564431866,0.4334631159741982,0.4902763137449905,0.1622772655220426,0.389163397925093,0.24253686490882068,0.3685660986834987,0.3375570748826598,0.3095193193420526
Sutton,0.6008556929820323,0.505965476087201,0.5764692153870192,0.46497571483744293,0.47886466908865655,0.4305837466454755,0.4183379738225014,0.30111203119354013,0.4711381021790284,0.5501716138085495,0.5086305681284637,0.4710197581347597,0.3752614476612223,0.48867525864795563,0.5356412921313184,0.6686323244583768,0.5679668496483896,0.4661717014968244,0.445175775461628,0.3746304723651462,0.33516279799270127,0.3295639153887776,0.4234274447532736,0.2274804499262946,0.5205340003619151,0.5813477059997447,0.39661956741731835,0.389163397925093,0.18702397746520893,0.4585428537200203,0.5334841776667041,0.29950495403512634,0.3907407483018337
TowerHamlets,0.414046952716091,0.44776637864451946,0.43054194644448046,0.4856868219525599,0.41146376841659754,0.35396561755082545,0.23797374521908715,0.41213335815941554,0.5435865241324838,0.3787583470646645,0.31935257310903326,0.2114891255447875,0.4323313649239636,0.32030202059507956,0.5622404313121644,0.5108838266651728,0.6409304346680028,0.5788840506104042,0.2845424083676898,0.39743133806025516,0.5316093542002861,0.3234422609923265,0.26600951225979885,0.4404421002288663,0.2698718729407853,0.3616933914241901,0.5360420521111392,0.24253686490882068,0.4585428537200203,0.15109241708758983,0.2832210087091869,0.4056948595682106,0.3546250314462261
WalthamForest,0.39253658650629353,0.44564411223892186,0.451864819322433,0.5075774341366246,0.48074818328811203,0.39040928500116356,0.335010265140768,0.5000588738153092,0.5712517708401471,0.30640840877352293,0.37340316034855847,0.2562604836448497,0.48015835586207534,0.3080586396239346,0.573277738802867,0.48540796138495607,0.6604475001411979,0.6132657679158897,0.3281979855336263,0.44995172824197793,0.5857341356327861,0.41968791152111085,0.38228272993193907,0.5105948397759409,0.2862917019711247,0.2981622306274995,0.5801197063312971,0.3685660986834987,0.5334841776667041,0.2832210087091869,0.17155890640469296,0.4742006025522316,0.4109568866900051
Wandsworth,0.5774694294240924,0.4078628218516893,0.571736938124888,0.3668658910345352,0.5008490441360663,0.31523374551163064,0.3371327981817088,0.3716467292006859,0.401408547439429,0.4721403005579909,0.4935919951677599,0.3989949260425593,0.23790536679563226,0.3998551013374101,0.46158319149397725,0.6503352472819562,0.5238763148846614,0.42600482509498866,0.3513555117981758,0.22506862738465522,0.34469714614628144,0.26112584250148374,0.4077014105808349,0.20686175103219423,0.4855413246380896,0.5428623506439123,0.3561717035280038,0.3375570748826598,0.29950495403512634,0.4056948595682106,0.4742006025522316,0.19073264319159342,0.25963163765118796
Westminster,0.5445150500887357,0.33637860921683477,0.5537563247540483,0.3398515153936618,0.5057624702483025,0.18090329098915917,0.2629431756292311,0.41838309556612174,0.41223642871140576,0.39472517629889153,0.4705257403686899,0.3243940787207467,0.2502253278615221,0.3058125650589365,0.445563601483739,0.6210722761989906,0.5345009721939841,0.4591220293493956,0.2483267895817409,0.18379549420649355,0.4217830875156159,0.2729321093239547,0.39451957499592255,0.3316473665812807,0.4452100587499458,0.497787792663856,0.4095971998964979,0.3095193193420526,0.3907407483018337,0.3546250314462261,0.4109568866900051,0.25963163765118796,0.16859705512686798
